LargeSim200,Kalman,-4583213.16346041,-4583478.047113104,-4583708.427369431,-4572739.800123176,-4585708.140300082,-4583912.368151182,-4585459.778659023,-4582423.565804229,-4583949.922087632,-4586058.632124363,-4584692.9528718805
LargeSim200,L2R(1),-4584762.029026356,-4585092.322136145,-4585229.776368951,-4574092.573019889,-4587233.166732971,-4585301.909810677,-4587219.134465082,-4583887.575941862,-4585365.147593665,-4587766.231279148,-4586432.45291517
LargeSim200,L2R(50),-4583254.909956755,-4583506.896736844,-4583737.760591925,-4572772.117876212,-4585771.257728904,-4583944.766071291,-4585502.876098069,-4582474.694484035,-4583984.499804737,-4586105.904077231,-4584748.326098311
