Kalman,-4523234.647907439,-4519941.901517476,-4516718.43573283,-4539158.734246956,-4496962.382205344,-4528858.31456055,-4540758.450061149,-4536802.253609208,-4507296.059818142,-4520054.971491277,-4525794.9758314565
Our-L2R(1),-4529704.310832177,-4525347.839939122,-4521821.174662755,-4547455.715438221,-4503145.15336161,-4533276.070937615,-4550049.57173777,-4544989.496875804,-4512162.42300633,-4526022.730143638,-4532772.932218908
Our-L2R(50),-4523580.214130096,-4520223.82424009,-4516936.539511315,-4539630.089373542,-4497230.230926786,-4529094.522959505,-4541372.438065099,-4537286.40474117,-4507469.934452476,-4520384.230061576,-4526173.926969411
