Kalman,-4585379.187576573,-4585875.0343448715,-4586942.339179162,-4587462.724983384,-4584776.830661177,-4586535.894688667,-4585389.472790391,-4585427.962497542,-4582713.866852581,-4579943.67994374,-4588724.069824222
Our-L2R(1),-4587052.285480081,-4587544.1088684695,-4588682.911932832,-4589358.7959573455,-4586537.656794681,-4588199.266983785,-4587117.076093456,-4586730.827412872,-4584069.029281012,-4581677.438799743,-4590605.742676609
Our-L2R(50),-4585426.81730908,-4585937.050453036,-4586984.8536668345,-4587524.358668325,-4584849.829804073,-4586572.433136429,-4585445.4163969355,-4585463.061010671,-4582750.821028031,-4579984.441663833,-4588755.907262633
